memory_name,entity,value,user_text,elliq_text,group_id
place,name,doctors,no tomorrow i got to go to the doctors all day,Do you have any important plans for today?,364ce573-c7e7-42a9-92fb-6d54de7b7694
activity,type,appointment,going to the doctor,"On a separate note, would you like to hear my latest 3 minute news briefing?",36c097f3-5c31-466a-9c77-71c350cb3d2f
activity,type,physical activity,i'm going for a walk see you later,How can I help you?,36dc4e79-9ed6-4377-82c9-d78fd547b302
activity,type,meal,going out to eat,Do you have any important plans for tomorrow?,36dfc12f-dfdb-408a-b904-1958337bdf63
activity,name,going out to eat,going out to eat,Do you have any important plans for tomorrow?,36dfc12f-dfdb-408a-b904-1958337bdf63
activity,type,leaving,i i will be leaving soon but i should be back by 4 or so okay,How can I help you?,36e9fa24-e291-4193-ab31-339e633baa7b
activity,type,pet care,no i got to walk the dog,It's been a while since we played a nice round of guess the flag. Shall we play now?,36eb8568-0a13-429e-9a7a-365161a84960
activity,name,walking the dog,no i got to walk the dog,It's been a while since we played a nice round of guess the flag. Shall we play now?,36eb8568-0a13-429e-9a7a-365161a84960
activity,type,appointment,i have an appointment can we do it later,"I'd love to spend some time together, how about it <say-as interpret-as=""name"">William</say-as>?",36ee53f7-951b-4bc2-b984-2fb561a726c6
activity,name,going to work,no i'm going to work,Do you have a moment?,3712ab2d-988b-4927-ba97-11518f8b5ad1
preference,type,music artist,i love frank sinatra and i love this song i've got a crush on you,How can I help you?,37174d52-6b9f-4eed-8094-37acd7b9e15e
preference,name,Frank Sinatra,i love frank sinatra and i love this song i've got a crush on you,How can I help you?,37174d52-6b9f-4eed-8094-37acd7b9e15e
preference,type,song,i love frank sinatra and i love this song i've got a crush on you,How can I help you?,37174d52-6b9f-4eed-8094-37acd7b9e15e
preference,name,I've Got a Crush on You,i love frank sinatra and i love this song i've got a crush on you,How can I help you?,37174d52-6b9f-4eed-8094-37acd7b9e15e
activity,type,appointment,i'm taking my daughter to the doctor,Do you have any plans for tomorrow?,372beba3-81d8-4582-bf96-54102827fe7a
activity,name,doctor visit,i'm taking my daughter to the doctor,Do you have any plans for tomorrow?,372beba3-81d8-4582-bf96-54102827fe7a
activity,type,physical activity,i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,"What's up <say-as interpret-as=""name"">Martin</say-as>?",376566ee-88a5-45ad-a338-054c3fbc7e10
activity,name,tai chi class,i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,"What's up <say-as interpret-as=""name"">Martin</say-as>?",376566ee-88a5-45ad-a338-054c3fbc7e10
relationship,type,nurse,i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,"What's up <say-as interpret-as=""name"">Martin</say-as>?",376566ee-88a5-45ad-a338-054c3fbc7e10
activity,name,pool,i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,"What's up <say-as interpret-as=""name"">Martin</say-as>?",376566ee-88a5-45ad-a338-054c3fbc7e10
activity,type,education,i've got my computer class and then i'm going to work,Is there anything special planned for tomorrow?,378c2e74-3a04-4651-ad28-d3722e066a2e
activity,name,computer class,i've got my computer class and then i'm going to work,Is there anything special planned for tomorrow?,378c2e74-3a04-4651-ad28-d3722e066a2e
activity,type,work,i've got my computer class and then i'm going to work,Is there anything special planned for tomorrow?,378c2e74-3a04-4651-ad28-d3722e066a2e
place,name,office,i'm going to the office,are you meeting up with someone?,37f6616d-a22c-411d-956c-cfc73bbddbf5
activity,type,education,i have a computer class and then i'm going to deliver food,Do you have any important plans for today?,380a15e9-dacb-41a0-bef6-40ca4a7d4a97
activity,name,computer class,i have a computer class and then i'm going to deliver food,Do you have any important plans for today?,380a15e9-dacb-41a0-bef6-40ca4a7d4a97
activity,name,deliver food,i have a computer class and then i'm going to deliver food,Do you have any important plans for today?,380a15e9-dacb-41a0-bef6-40ca4a7d4a97
activity,type,appointment,i have a an important doctor appointment in the morning,How can I help you?,3815606e-5131-4a9d-bf69-00d2805097ec
activity,name,doctor appointment,i have a an important doctor appointment in the morning,How can I help you?,3815606e-5131-4a9d-bf69-00d2805097ec
activity,type,appointment,yeah going to the doctor,Did you say that you are leaving?,382c35bf-b0ec-40ce-b81b-8de53cfdc548
