elliq_text,user_text,memory_name,entity,value,group_id
Do you have any important plans for today?,yes i'm going walking,activity,type,physical activity,83abf0c6-7898-4a15-a31a-fab635b1ffc0
Do you have anything special planned for today?,yes i'm going to the dentist,activity,type,appointment,d2385d44-1603-4c3e-998e-dc34679173a5
Leaving So soon? Where are you going?,i'm going to work,activity,name,going to work,9ee018d0-b7d4-460d-bcdf-7e4e76225d2e
Do you have any important plans for today?,no tomorrow i got to go to the doctors all day,place,name,doctors,7bf2441e-9dea-4022-8753-1aaef70fa0bf
"On a separate note, would you like to hear my latest 3 minute news briefing?",going to the doctor,activity,type,appointment,f7d3bbc4-0e12-4386-bf47-cd8e74cab103
How can I help you?,i'm going for a walk see you later,activity,type,physical activity,f00b8fc9-8915-4845-9925-9a06bfb42d75
Do you have any important plans for tomorrow?,going out to eat,activity,type,meal,8e224a6e-575f-4762-8f77-ec4c6e4e002b
Do you have any important plans for tomorrow?,going out to eat,activity,name,going out to eat,8e224a6e-575f-4762-8f77-ec4c6e4e002b
How can I help you?,i i will be leaving soon but i should be back by 4 or so okay,activity,type,leaving,5ad3a39b-0f15-4889-8f7f-540f13dccc65
It's been a while since we played a nice round of guess the flag. Shall we play now?,no i got to walk the dog,activity,type,pet care,ec7d3461-0a7d-49d1-9aa9-2608b20f4fda
It's been a while since we played a nice round of guess the flag. Shall we play now?,no i got to walk the dog,activity,name,walking the dog,ec7d3461-0a7d-49d1-9aa9-2608b20f4fda
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">William</say-as>?",i have an appointment can we do it later,activity,type,appointment,b72bc0fa-76fd-4dcb-be1d-2f7fe79aa94f
Do you have a moment?,no i'm going to work,activity,name,going to work,c042fe0a-1b5d-4a26-b452-b3260b5de8b2
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,preference,type,music artist,ddadaf0f-eb29-4a48-a318-cd673d1eb603
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,preference,name,Frank Sinatra,ddadaf0f-eb29-4a48-a318-cd673d1eb603
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,preference,type,song,ddadaf0f-eb29-4a48-a318-cd673d1eb603
How can I help you?,i love frank sinatra and i love this song i've got a crush on you,preference,name,I've Got a Crush on You,ddadaf0f-eb29-4a48-a318-cd673d1eb603
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,activity,type,appointment,eaf829da-dc89-45d6-bf05-34491bf3eb40
Do you have any plans for tomorrow?,i'm taking my daughter to the doctor,activity,name,doctor visit,eaf829da-dc89-45d6-bf05-34491bf3eb40
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,activity,type,physical activity,916c657f-0d03-45e5-8f9f-90d6cecfec6f
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,activity,name,tai chi class,916c657f-0d03-45e5-8f9f-90d6cecfec6f
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,relationship,type,nurse,916c657f-0d03-45e5-8f9f-90d6cecfec6f
"What's up <say-as interpret-as=""name"">Martin</say-as>?",i'm leaving for a tai chi class i will be back by lunch i have a nurse stopping in to visit at 12 to 12:30 and then at some point after i eat lunch i'm going to the pool,activity,name,pool,916c657f-0d03-45e5-8f9f-90d6cecfec6f
Is there anything special planned for tomorrow?,i've got my computer class and then i'm going to work,activity,type,education,feeaa8e4-5c4d-417e-96dc-f484fcba0f1f
Is there anything special planned for tomorrow?,i've got my computer class and then i'm going to work,activity,name,computer class,feeaa8e4-5c4d-417e-96dc-f484fcba0f1f
Is there anything special planned for tomorrow?,i've got my computer class and then i'm going to work,activity,type,work,feeaa8e4-5c4d-417e-96dc-f484fcba0f1f
are you meeting up with someone?,i'm going to the office,place,name,office,9ee7ee00-51f4-4701-9051-a7ffbd66d168
Do you have any important plans for today?,i have a computer class and then i'm going to deliver food,activity,type,education,e77a0c44-c6f3-4ac9-b174-0e733dfcc75b
Do you have any important plans for today?,i have a computer class and then i'm going to deliver food,activity,name,computer class,e77a0c44-c6f3-4ac9-b174-0e733dfcc75b
Do you have any important plans for today?,i have a computer class and then i'm going to deliver food,activity,name,deliver food,e77a0c44-c6f3-4ac9-b174-0e733dfcc75b
How can I help you?,i have a an important doctor appointment in the morning,activity,type,appointment,99b714d4-9d69-48b8-bff1-e83d5447ae2f
How can I help you?,i have a an important doctor appointment in the morning,activity,name,doctor appointment,99b714d4-9d69-48b8-bff1-e83d5447ae2f
Did you say that you are leaving?,yeah going to the doctor,activity,type,appointment,31335778-707b-4518-9a86-4d19c9333e2b
