elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
Have you watched any new movies lately?,i haven't i've been doing some puzzles,bad393bf-fceb-4eaa-a795-a3c32790f025,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  puzzles",['puzzles'],1,Match,0.9745197892189026
"Just out of curiosity, are you planning on meeting someone?",yes my doctor,bae5d356-f3a3-4b48-8eed-ec5dd2e10cfc,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9917824268341064
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",just talked to my sister,baf8cf0a-fc74-4078-b164-af87b5a8d06e,"    memory_name entity      value
0  relationship   type  my sister",['my sister'],1,No match,0.2393798530101776
How can I help you?,from online sales to live streaming taking mobile orders to meeting customers face-to-face from anywhere in the world called today and get 300 mb per second for 1999 a month and get a free mobile line for one year no contracts no surprise fees just business that spectrum business call 844-982-0111 call today,bb02b609-f5a7-4498-8d35-4f8f97e2ffa1,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,No match,0.04381319507956505
How can I help you?,filling however it's a little too sweet i really like the chocolate filling and it was nice,bb0a74e8-1e7c-4702-9c27-516676cec5a8,"  memory_name entity      value
0    favorite   type       dish
1    favorite   name  chocolate",['chocolate'],1,No match,0.13270211219787598
Would you like to do that together now?,thanks i get it i'm going for my walk thank you,bb0f2350-55df-4e4e-9598-adf7c6745692,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9359008073806763
How can I help you?,i'm going to see my mom at the nursing home i'll be back,bb1206da-babf-4511-a7bc-3712b2b18b0d,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,Match,0.9734642505645752
How can I help you?,i've got to i got to go get some groceries,bb15aece-3b93-44cc-870a-bbd6e7a900e8,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9117869734764099
Where are you off to?,to the bank,bb243ed6-75a2-40b6-afd8-03eb0248fca6,"  memory_name entity value
1       place   name  bank",['bank'],1,Match,0.984239935874939
"That's lovely, what are your plans?",going to go to church,bb3bd630-00bd-45bb-b0d7-b00679097a8d,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9735524654388428
How can I help you?,get some dogs doing and how is she going to what do you think he's going to go driving all the way,bb5377de-43f5-46e8-aa10-932770589738,"  memory_name entity     value
1    activity   type  activity
2    activity   name   driving",['driving'],1,No match,0.04204530268907547
"Did you know that expressing gratitude can have a real positive effect on the way you feel, 'n the quality of your sleep? Would you like to try an exercise in gratitude with me.",including the possibility of developing athenian along with all its more importantly the house has one and two allowing for being being fun stay accommodation,bb5980dd-45da-4d63-9c13-fa6a10f55588,"  memory_name entity value
1       place   name    Of",['Of'],1,No match,0.04309973865747452
"Where did you end up going <say-as interpret-as=""name"">Susan</say-as>?",i want to bingo,bb5bf448-5568-4037-915c-ba7a5439ea7a,"  memory_name entity     value
1    activity   type  activity
2    activity   name     bingo",['bingo'],1,No match,0.4105128347873688
"<say-as interpret-as=""name"">Susan</say-as>, feel like doing something fun together?",fishing from the beach is,bb6c295b-8eed-4d92-94b2-5b799665bfcb,"  memory_name entity    value
1       place   name  fishing
2    activity   type  hobbies
3    activity   name  fishing",['fishing'],1,No match,0.31436097621917725
How can I help you?,i did my exercises this morning,bb6caeb6-12ae-4c25-a2f6-93c48f165e08,"  memory_name entity              value
0    activity   type  physical_activity",['physical activity'],1,Match,0.9813295602798462
"What musical group performs on Jimmy Fallon's talk show?. The Roots, The Fugees, or Cypress Hill",the rose,bb713333-6ba0-4b90-8e83-f24652d60071,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name    Rose",['Rose'],1,Match,0.9652788043022156
Are you going on an adventure? Where are you off to?,store,bb790e27-d668-414e-bb28-c07df4cbe49b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9277082681655884
"So <say-as interpret-as=""name"">Teressa</say-as>, tell me all about your adventure outside. Where did you go?",i went to the doctor,bb81ca32-7865-4e82-8b96-9adac20db174,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9882029891014099
How can I help you?,my favorite color is purple,bb9a872c-d663-46a3-ae04-4a79497d26ed,"  memory_name entity   value
0    favorite   type   color
1    favorite   name  purple",['purple'],1,No match,0.5408415794372559
"how can I help <say-as interpret-as=""name"">Marian</say-as>?",left right ab that's all that i think so,bba3200f-7094-4897-8d04-4c26414df518,"  memory_name entity      value
1       place   name  all kinds
2    activity   type    hobbies
3    activity   name  all kinds",['all kinds'],1,No match,0.04146954044699669
How are you feeling this morning?,anyways yeah so he's got an appointment in,bbacaf6b-80a3-4f66-a2f7-294b8fceab8c,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.04417746141552925
"How about we hang out for a bit <say-as interpret-as=""name"">Vonnie</say-as>?",watch follows reports it has white one on golden bears football game super bowl,bbba7387-3c77-49fe-9ed9-f7a0f152ee24,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.04398045316338539
How can I help you?,i'm going on a trip,bbc03c77-f765-4376-a30c-ad3b18b2f128,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.9824178814888
"Which US president used Let's Make America Great Again in his campaign before Donald Trump?. Jimmy Carter, Gerald Ford, or Ronald Reagan",guys are fishing,bbc72592-74ea-4c13-850d-72a0868132b3,"  memory_name entity    value
1       place   name  fishing
2    activity   type  hobbies
3    activity   name  fishing",['fishing'],1,No match,0.47197335958480835
"So <say-as interpret-as=""name"">Frederick</say-as>, how about we record a memory and share it with your loved ones?",holliston veteran nfl reporter peter king joe a uni been watching football for a long time playing it for a long time as well never seen anything like that there is a degree of concern that you can see on the players faces when there's a,bbd85908-4961-4485-bff6-d30b1f26abdc,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.04191278666257858
Hmmm. so who would be our ideal road trip companion?,my grandchildren,bbdeee15-5e1f-4ceb-8d97-356476f914df,"    memory_name entity      value
0  relationship   type  grandkids",['grandkids'],1,No match,0.4572782814502716
How can I help you?,i'm a kid i have become,bbe1a46b-18ea-47b3-9eae-0ea7da0c6966,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.21159902215003967
Have you watched any new movies lately?,i'm watching one right now,bbed5ccc-6987-4392-9670-938808c2d64a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9881304502487183
How can I help you?,come home from doc's baby turn into the very first driveway for our property,bbf6e5fe-88ac-4cc6-8361-96a6f5d36ad7,"  memory_name entity     value
1    activity   type  activity
2    activity   name       doc",['doc'],1,No match,0.042541321367025375
How can I help you?,elliq i'm back home from the grocery store,bbf7b685-6bce-4e6f-81ae-e0b88c106d11,"  memory_name entity          value
1       place   name  grocery store",['grocery store'],1,Match,0.9808965921401978
How can I help you?,the youngest grandson read,bc0cdabd-e702-476a-801e-c9bdcd0bf78b,"    memory_name entity     value
0  relationship   type  grandson",['grandson'],1,No match,0.058732833713293076
How about we spend some time together?,i'm listening to a movie,bc0ecce4-3f1e-4635-8a38-646d4c15029a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9867087602615356
Is there anything special planned for today?,yes i'm going to go pull weeds in the yard,bc307671-b92f-470f-a075-70e133980c38,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9943254590034485
"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",the victim's husband actually told us that she was on the way to the supermarket this morning when shots rang out and police say that she was an innocent bystander in this situation ortega of dyckman street vermilyea avenue,bc3ba31a-c35c-4667-87aa-70b2b07987ed,"    memory_name entity    value
0  relationship   type  husband",['husband'],1,No match,0.042137179523706436
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my daughter jackie,bc472799-3a6f-4354-8b68-e62f199841b1,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.38999995589256287
Is this a convenient time?,on this trip we will be taking shawna and riley terra myself and mark will be going to and yes everybody's coming with an opinion,bc490a22-6c5c-48d9-9c75-b00127caf666,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,No match,0.0455668605864048
"<mstts:express-as style=""general""> Hay there <say-as interpret-as=""name"">Solly</say-as></mstts:express-as>",i'm making dinner,bc66401a-f73a-444d-9576-a2520a8106e7,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9804619550704956
How can I help you?,watching music i'm watching football,bc769487-0782-4814-857c-0145e07d3a42,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.985508382320404
"<say-as interpret-as=""name"">Rotem</say-as>? Are you ready?",you really need to see a doctor,bc78d7e0-af78-4cea-aa32-a4dd46138ddf,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,No match,0.15013320744037628
How can I help you?,i have to go to a meeting now,bc78ea67-773d-4403-95ad-dc7c114c60fa,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9766983389854431
"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",how much do you have in the bank,bc7eae6a-4e6a-43ae-bcee-bec3b3a2f5cf,"  memory_name entity value
1       place   name  bank",['bank'],1,No match,0.048829998821020126
How can I help you?,we talked to all i just took my dog for a while because why the change,bc87bb77-0da4-45e2-be02-68467a21a024,"  memory_name  entity value
1       place  people   dog",['dog'],1,No match,0.15200626850128174
Did you have a chance to do some puzzles this week?,oh you everyday yes every day i do puzzles,bc8d1816-dc2a-41ba-8f16-cfde93b0274e,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  puzzles",['puzzles'],1,Match,0.9586267471313477
How can I help you?,say good morning to my friend kurt,bc9048fb-4d9b-4e08-8c9f-ff8e2afc0eef,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.8824855089187622
"Hay <say-as interpret-as=""name"">Our crowd</say-as>! What can I do for my favorite human?",meet my friend rafael,bc9c3a50-666e-4aaf-b09f-f339b8c9650a,"    memory_name entity     value
0      activity   type  activity
1      activity   name   meeting
2  relationship   type    friend","['meeting', 'friend']",2,No match,0.5179646015167236
are you free for a minute?,i'm watching football,bc9f367a-cbd3-448c-b076-7ceda50eabc7,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9859464764595032
How can I help you?,she went to the bank she was getting a loan to buy the car and he just took his cash out and gave it to her and that's what she got herself into what he was he was he was doing was his that he was buying her so if he knows exactly what he knows what he is it's a woman's so he was trying to trap her,bca2ea8a-ad88-4f37-8d11-4e0c8232e834,"  memory_name entity value
1       place   name  bank",['bank'],1,No match,0.0435836985707283
How can I help you?,my daughter very often,bca311aa-bb96-4001-9cc3-6b5e5b9b5b5d,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.05558745935559273
How can I help you?,i'm not a huge fan of like really sweet barbecue,bcb85d1e-b548-40e5-95cc-ec7eda07b88d,"  memory_name entity     value
0    favorite   type      dish
1    favorite   name  barbecue",['barbecue'],1,Match,0.8247520923614502
How can I help you?,partner,bcc4e9d3-5b19-4f98-a346-5ad2980f9300,"    memory_name entity    value
0  relationship   type  partner",['partner'],1,No match,0.11220897734165192
Would you like to do that together now?,not now i'm fixing breakfast and lunch or dinner thank you anyway,bcf03009-bd8a-4a2e-92a7-b5dd9f2bb45f,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9937481880187988
"Hey, what about you , what's a hobby that you like to do throughout the week?",call hubby,bcf5b1c5-9f7b-401d-8c3c-053d8f9712ec,"    memory_name entity    value
0  relationship   type  husband",['husband'],1,No match,0.116936594247818
How can I help you?,i'm going out to lunch with a friend,bcfb2d1c-b7d9-4b36-8416-a3bd52792cad,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9836246967315674
What can I do for my favorite human?,i'm going to the doctor today i should be back maybe in 2 hours,bcfec1ff-3c90-4da2-bac1-f35305d38981,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.964313805103302
I just got to hear all about it. What were you up to?,went to the store,bd0c7050-da03-4a10-afe0-60b34bae9f9c,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9784420132637024
What should we paint a picture of?,taking a walk,bd161039-58d4-486e-8375-c16e6a42e30c,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     walk",['walk'],1,Match,0.9866982698440552
Are you free for a few minutes?,no i don't know making my supper,bd16ddf9-c31f-4b14-9a74-8db80ea52f0c,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9850860834121704
"Our tour begins in the East Wing Lobby, where most visitors enter. It was constructed in 1920 and expanded in 1942. Can you guess who has a waiting room and an office here?",girlfriend strangled a pregnant woman with his bare hands,bd20d2fe-bdf0-4755-9b68-ea0525120023,"    memory_name entity       value
0  relationship   type  girlfriend",['girlfriend'],1,No match,0.06354910135269165
I once heard that some humans make a hobby out of bird watching. Is that true?,i hope today will be,bd2f48d3-8814-4075-bca3-4d19f67f5a37,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.09263262152671814
I once heard that some humans make a hobby out of bird watching. Is that true?,they're asking about bird-watching so just say yes or no yes,bd31a497-fb46-45c5-8c89-0d8b7153ef82,"  memory_name entity          value
0    activity   type        hobbies
1    activity   name  bird watching",['bird watching'],1,Match,0.7075598239898682
How can I help you?,pam's favorite flower is the carnation,bd372952-ab1b-420f-b2ba-2606492e475b,"  memory_name entity      value
0    favorite   type     flower
1    favorite   name  Carnation",['Carnation'],1,No match,0.057116344571113586
"Just out of curiosity, What was the one thing that made you happy this week?",good news from the doctor,bd410847-94ba-493e-9354-093f05dcc72a,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,No match,0.6264733076095581
What can I do for you?,at the last minute he said he had a meeting,bd5b772a-11f3-4cc7-9d1f-bf81a166949b,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.043122004717588425
How can I help you out?,can we do some traveling,bd5d04bb-cf75-4595-9f05-84c2b4d823d8,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  traveling",['traveling'],1,Match,0.9575321674346924
How can I help you?,team was an experience race car,bd836fd1-3d41-4437-85ab-4bc01e7bd125,"  memory_name entity       value
0    activity   type     hobbies
1    activity   name  car racing",['car racing'],1,No match,0.04815080016851425
Which day is that for?,pocket watch that i bought at an shop in london from what i know about it and,bd8ec318-566d-4734-8e54-1d35d96b36f1,"  memory_name entity            value
1       place   name           London
2       place   name  shopping center","['London', 'shopping center']",2,No match,0.4569839835166931
Was today a good day?,is the pet shop,bd90fd26-d513-48b8-9662-7f2fac339d74,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.11671596765518188
"Hey, what about you , what's a hobby that you like to do throughout the week?",i used to do crafts,bd966f1c-062d-4c7b-8bb1-136314f725cd,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    craft",['craft'],1,Match,0.981287956237793
How can I help you?,love paint,bd9f7793-b851-4391-9c1e-1b898523e941,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.7810853123664856
How can I help you?,amanda take a shower,bda05bab-a7b1-4261-84ab-b6ba8f4c5c7f,"  memory_name  entity   value
1       place  people  Amanda",['Amanda'],1,Match,0.9082642793655396
I'm having some issues understanding. Could you speak up a bit?,howdy partner,bdb7d741-2b59-45c2-88b3-88b2155e728b,"    memory_name entity    value
0  relationship   type  partner",['partner'],1,No match,0.4498034417629242
How can I help you?,i just going to open the shed and see where it's going,bdb9ee92-a303-4245-bff9-ea01b37865cf,"  memory_name entity value
1       place   name  shed",['shed'],1,Match,0.7319042682647705
When will you be back home? I want to make sure to be here.,i'm going shopping,bdc1dae2-d41e-44be-96c1-4fc77f251853,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9835523962974548
would you like me to stop offering you jokes?,his son wants to act soon to have turned things around the point of giving up,bdc8557d-c4a2-4bf5-bc93-fb3f7fca0a50,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.04397261142730713
How can I help you?,soccer is my favorite sport,bdd6656c-05e4-4cfb-a024-4e0d0356a5bf,"  memory_name entity   value
0    favorite   type   sport
1    favorite   name  soccer",['soccer'],1,Match,0.9309037327766418
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my wife,bddc2c0d-81f8-4ffd-80a5-a5982dbe3300,"    memory_name entity value
0  relationship   type  wife",['wife'],1,No match,0.44203829765319824
How can I help you?,i'm going to go for a walk outside,bde5fa3c-ab49-4f82-b599-cde7e596bb61,"  memory_name entity     value
0    activity   type  activity
1    activity   name   walking",['walking'],1,Match,0.9900702834129333
Do you have a few minutes?,we give you thanks for your great glory lord god heavenly king oh god almighty father lord jesus christ only begotten son lord god lamb of god son of the father you take away the sins of the world have mercy on us,be1d8a99-1a94-48e8-af5e-161881727738,"    memory_name entity   value
0  relationship   type  father",['father'],1,No match,0.04384138807654381
"Fantastic, what's on the schedule?",i'm going to the eye doctor,be1fed74-6ad4-4d2d-8fa6-7729864585b7,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9801933169364929
Wanna count down to 2023 together?,the former owner who passed away about 45 years ago his name is rudy enriquez okay then his family after the murder-suicide correct or actually never met you,be2c2097-88e1-44f6-b193-f02d823ab62f,"    memory_name entity   value
0  relationship   type  family",['family'],1,No match,0.05780166760087013
How can I help you?,i'm back from the laundromat,be2e99de-e0ee-4dd8-8c2c-66b381c36dc4,"  memory_name entity       value
1       place   name  laundromat",['laundromat'],1,Match,0.9639943242073059
What's your favorite color?,my favorite color is black,be2fd0b4-83e9-4146-ac2f-21e048069a52,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  black",['black'],1,Match,0.9741657972335815
How can I help you?,you can say elliq but i went running,be422b1e-3719-4ada-bf3a-3699ed8a004b,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            running",['running'],1,No match,0.1787136048078537
How can I help you?,i'm on my way out i have to go to a funeral a priest who died,be48cdda-3641-4c0a-adfb-1a2dc10fa516,"  memory_name entity     value
1    activity   type  activity
2    activity   name   funeral",['funeral'],1,Match,0.9601054191589355
"I’m wondering, are you meeting up with anyone?",i have to go to the drugstore i have to go to the drugstore pick up some medicine okay,be4c4e00-17a6-4a70-b590-0247a62b3b65,"  memory_name entity      value
1       place   name  drugstore",['drugstore'],1,Match,0.9656544327735901
Did you have a good day?,mom is on the phone,be4e6617-7076-4439-a8f2-265ee6f297b7,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,No match,0.048059701919555664
Hmmm. so who would be our ideal road trip companion?,we can take my daughter sienna,be50ca50-2ba7-4eda-8cb2-e31ff52d3489,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.49486562609672546
How can I help you?,now you call daughter canine did he 90,be5dd230-0be8-491f-9ed7-e44ea10353fb,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.04232729971408844
Did you get to have a good day today?,yes i did and he's a very good day went for a walk and,be668f67-5224-46fa-8c00-82404bc51453,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.5742354393005371
How can I help you?,the cake is,be6c2e2e-90cc-4ccd-873c-0d7b2eecd75f,"  memory_name entity value
0    favorite   type  dish
1    favorite   name  cake",['cake'],1,No match,0.09290788322687149
"So, where did you go?",we went to my nephew's house,be6e54c5-d801-496c-a0ad-869562905a92,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9829142689704895
How can I help you?,i'm going to breakfast now i'll be back around 9,be753dc5-1977-441b-96df-dc19d52e69f6,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9740238785743713
Got some time for your old pal elli cue?,no i'm getting ready to go to the doctor,bee05976-c469-4dfd-81b4-b93d7191fea3,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9922991394996643
"Here's an idea, let's start a new hobby! Pick any category here, to see some examples of hobbies that you can pick up.  you can also simply tell me what your new hobby is.",it still puzzles,beedb88e-19da-4b40-9463-739cbac99c27,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  puzzles",['puzzles'],1,Match,0.9179586172103882
"I noticed you've been sleeping badly lately, I'll go ahead and update the care team. Is that alright?",no no i got at my i'm going to see my doctor tomorrow and nurse,bef8329b-295a-46e4-b353-3e2e5be5fdc8,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9907816052436829
How can I help you?,would you like to meet my friends,befa8144-fffd-4c5e-8fe4-53afb552e830,"    memory_name entity     value
0      activity   type  activity
1      activity   name   meeting
2  relationship   type    friend","['meeting', 'friend']",2,Match,0.8384433388710022
try rephrasing what you said.,i'm just shopping,bf03f6a5-e605-4fd8-b9ad-76cfe5396a4f,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9639155268669128
How can I help you?,so when the neighbor lady went to the nursing home which was the new,bf244b96-53ef-4d48-9346-90491c899f44,"  memory_name entity     value
1    activity   type  activity
2    activity   name  neighbor",['neighbor'],1,No match,0.040944598615169525
How can I help you?,start the music,bf2ff9b5-6b23-4184-9b5f-c868945b632c,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    music",['music'],1,Match,0.9619004726409912
"I've got an idea. What do you say we test your word skills, with a game of word scramble. Wanna play?",call peppers. ok google right and then i use ground turkey and it's a can of like tomatoes and then instead of stopping at all in the pepper i cut up the peppers and put it in there i've had like yeah that's good,bf4f9df1-8c25-4081-b7dc-cb22425fd396,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.04330504685640335
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",go out to lunch,bf8552e3-4beb-431a-abf6-3de7faa64d53,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9710376858711243
How can I help you?,i'm going to watch tv now and have some lunch,bf93462f-b788-4927-9995-bf056ee6d7c0,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9871531128883362
How can I help you?,he went in the one by herself and then the other two went in the other one,bf956ac3-609e-4feb-8189-4c89133aaf88,"  memory_name entity              value
0    activity   type  physical_activity",['physical activity'],1,No match,0.04436975345015526
Do you have anything special planned for today?,i'm going shopping,bf9dac62-81d3-4fd2-9b79-103f36b08612,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9848769903182983
How can I help you?,play from chip,bfa15080-0d28-4b49-b42a-572a2ccf06e8,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.05395573005080223
How can I help you?,you and i one of my clients is house and we're having some trouble she just keeps repeating herself over and over again,bff58822-7c30-41ad-9d5c-538044c31ca9,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04171295836567879
Is this correct?,garden bed around them,bffc7fef-3012-4e42-9454-eae61990426e,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  gardening",['gardening'],1,No match,0.041645899415016174
How can I help you?,i'm going for lunch now,c01a57a2-0a69-453e-83b3-114c4a23a654,"  memory_name entity  value
1    activity   type   meal
2    activity   name  lunch",['lunch'],1,Match,0.9867904782295227
How did you get the job?,i guess i did i was a neighbor,c0344190-85a3-4120-ba85-6d07390f54ad,"  memory_name entity     value
1    activity   type  activity
2    activity   name  neighbor",['neighbor'],1,Match,0.9618101716041565
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my grandkids,c036cdfe-5b5e-4c49-8242-b0bc5ea760d9,"    memory_name entity      value
0  relationship   type  grandkids",['grandkids'],1,No match,0.29457807540893555
"<say-as interpret-as=""name"">Rojean</say-as>, feel like doing something fun together?",i'm going for my walk so not now,c03a0d58-fb84-4603-8f20-3c2b557a972c,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9941005110740662
"Did you know that mindfulness can increase our satisfaction in the relationships with the people we love? Let’s do a mindfulness exercise, how about that?",cake and eat it too with the posturing and with all due respect to jessica actually cares about the private karen has not been almost,c05e186b-88c8-4c15-a2b4-7397dedfa89d,"  memory_name entity     value
1    activity   type  activity
2    activity   name       eat",['eat'],1,No match,0.04415355995297432
How can I help you?,is there is any hospital actually act in hialeah that they would probably transfer me over to the beach,c07f0dc6-96de-4ba9-85e1-8ff41834c85e,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,No match,0.04258386418223381
"So, I wanna hear all about it. What were you up to?",i walked my dog honey,c0901307-3eb6-403d-8538-8170d96a028b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9592583775520325
"71% of the Earth's surface is made up of. Deserts, Water, or Continents",because your son died from nacho,c0908aed-b9f3-447d-8576-8ec060d3cd17,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.09643849730491638
How can I help you?,our fishermen favorite food is french fries,c0a72dd2-38c0-4895-86f4-92b284d35d7a,"  memory_name entity                   value
0    favorite   type  venue_eating_out_chain
1    favorite   name                   fries",['fries'],1,Match,0.9102810025215149
Um... Yes?,did i football,c0b0acb2-62b2-4de7-9ba5-af08fc9d93cb,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,Match,0.9290193319320679
How can I help you?,watch calling,c0b0d1d2-a0db-47fa-8118-5abc17857b97,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.14648424088954926
"It's been so long, I almost forgot we could do this! Shall we take a road trip together?",that's the same but that's not going to work,c0b3d766-08e4-41c1-b7fd-752ae68d8875,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.5430840849876404
"So, where did you go?",went to the bank,c0becbaf-06eb-4b1a-883a-71a5f3f703c9,"  memory_name entity value
1       place   name  bank",['bank'],1,Match,0.982895016670227
How can I help you?,i'm going to another meeting,c0c2e567-8409-438c-9645-cf277c07f734,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9783136248588562
I've got a tricky trivia question for you. Wanna try your luck?,play out and we are supporting our son,c0eca3ee-6af2-48d3-b71d-78a5adfa0d59,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.04361799731850624
could you say that again?,i went for a walk,c0f86821-3b75-43ff-b34d-23dbf4be6c1d,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name            walking",['walking'],1,Match,0.9878227710723877
"I'm all ears <say-as interpret-as=""name"">Donny</say-as>, or should I say, I'm all microphones! What's up?",system appears to be stuck in place here for days i'm watching the news i'm watching the news,c0fdde79-43ae-45e6-a1c4-7b025eda631b,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.08566176146268845
How can I help you?,we just did exercise,c0fe6471-95df-42b8-8f64-e44c97a3379d,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name         exercising",['exercising'],1,Match,0.9689796566963196
Um... Yes?,i'm going to church this morning at 2:00 in the morning i go to church at 10 in the morning today,c1008f37-be90-48b4-aa5a-a41fb88ca7c1,"  memory_name entity          value
1       place   name  church,church","['church,church']",1,Match,0.9646432399749756
